source_record_id,survey_id,site_name,kci_id,site_owner,custodian,region,max_site_capacity_ac,gen_info_unit_id,unit_name,technology_type,technology_detail,gas_turbine_fuel_type,duid,dispatch_type,unit_count,unit_capacity_mw_dc,unit_capacity_mw_ac,aggregated_nameplate_capacity_mw_dc,aggregated_nameplate_capacity_mw_ac,agg_nameplate_storage_capacity_mwh,commitment_status,full_commercial_use_date,expected_closure_year,closure_date,survey_last_requested_date,survey_latest_update_date,scheduled_capacity_mw_winter_2026,scheduled_capacity_mw_summer_typical_2026_27,scheduled_capacity_mw_summer_peak_2026_27,scheduled_capacity_mw_winter_2027,scheduled_capacity_mw_summer_typical_2027_28,scheduled_capacity_mw_summer_peak_2027_28,scheduled_capacity_mw_winter_2028,scheduled_capacity_mw_summer_typical_2028_29,scheduled_capacity_mw_summer_peak_2028_29,scheduled_capacity_mw_winter_2029,scheduled_capacity_mw_summer_typical_2029_30,scheduled_capacity_mw_summer_peak_2029_30,scheduled_capacity_mw_winter_2030,scheduled_capacity_mw_summer_typical_2030_31,scheduled_capacity_mw_summer_peak_2030_31,scheduled_capacity_mw_winter_2031,scheduled_capacity_mw_summer_typical_2031_32,scheduled_capacity_mw_summer_peak_2031_32,scheduled_capacity_mw_winter_2032,scheduled_capacity_mw_summer_typical_2032_33,scheduled_capacity_mw_summer_peak_2032_33,scheduled_capacity_mw_winter_2033,scheduled_capacity_mw_summer_typical_2033_34,scheduled_capacity_mw_summer_peak_2033_34,scheduled_capacity_mw_winter_2034,scheduled_capacity_mw_summer_typical_2034_35,scheduled_capacity_mw_summer_peak_2034_35,scheduled_capacity_mw_winter_2035,scheduled_capacity_mw_summer_typical_2035_36,scheduled_capacity_mw_summer_peak_2035_36,scheduled_storage_capacity_mwh_winter_2026,scheduled_storage_capacity_mwh_summer_2026_27,scheduled_storage_capacity_mwh_winter_2027,scheduled_storage_capacity_mwh_summer_2027_28,scheduled_storage_capacity_mwh_winter_2028,scheduled_storage_capacity_mwh_summer_2028_29,scheduled_storage_capacity_mwh_winter_2029,scheduled_storage_capacity_mwh_summer_2029_30,scheduled_storage_capacity_mwh_winter_2030,scheduled_storage_capacity_mwh_summer_2030_31,scheduled_storage_capacity_mwh_winter_2031,scheduled_storage_capacity_mwh_summer_2031_32,scheduled_storage_capacity_mwh_winter_2032,scheduled_storage_capacity_mwh_summer_2032_33,scheduled_storage_capacity_mwh_winter_2033,scheduled_storage_capacity_mwh_summer_2033_34,scheduled_storage_capacity_mwh_winter_2034,scheduled_storage_capacity_mwh_summer_2034_35,scheduled_storage_capacity_mwh_winter_2035,scheduled_storage_capacity_mwh_summer_2035_36,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,column_110,column_111,column_112,column_113,column_114,column_115,column_116,column_117,column_118,column_119,column_120,column_121,column_122,column_123,column_124,column_125,column_126,column_127,column_128,column_129,column_130,column_131,column_132,column_133,column_134,column_135,column_136,column_137,column_138,column_139,column_140,column_141,column_142,column_143,column_144,column_145,column_146,column_147,column_148,column_149,column_150,column_151,column_152,column_153,column_154,column_155,column_156,column_157,column_158,column_159,column_160,column_161,column_162,column_163,column_164,column_165
289301|2893|Ganybess||Battery Storage|Lithium-ion,2893,Ganymirra Solar Power Station,,Edify Energy Pty Ltd,edifyenergy_NR,QLD1,150,289301,Ganybess,Battery Storage,Lithium-ion,,,Scheduled,1,180,150,180,150,600,Anticipated,47150,2059,,46361,46164.70638888889,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289302|2893|Ganysola||Solar PV|Single Axis Tracking,2893,Ganymirra Solar Power Station,,Edify Energy Pty Ltd,edifyenergy_NR,QLD1,150,289302,Ganysola,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,180,150,180,150,,Anticipated,47150,2059,,46361,46164.70638888889,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264801|2648|ADBS_GU1||Battery Storage|Lithium-ion,2648,Gara BESS,N00152,ACEnergy Pty Ltd,acenergy_NR,NSW1,400,264801,ADBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,144,3.62,3.62,521.28,521.28,1599.84,Publicly Announced,47117,2048,,46091,46111.70518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293601|2936|GRBS_GU1||Battery Storage|Lithium-ion,2936,Garoo BESS,N00198,Greenpulse solar farm and BESS as trustee for Greenpulse Solar Farm & Bess Unit Trust,jinkopower_nr,NSW1,360,293601,GRBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,142,,3.8,,539.6,719.94,Publicly Announced,,,,46091,45830.8040625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293501|2935|GRSF_GU1||Solar PV|Fixed,2935,Garoo Solar Farm,N00198,Greenpulse solar farm and BESS as trustee for Greenpulse Solar Farm & Bess Unit Trust,jinkopower_nr,NSW1,134,293501,GRSF_GU1,Solar PV,Fixed,,,Semi-scheduled,38,,4.4,,167.2,,Publicly Announced,,,,46091,45830.80259259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230401|2304|GBBATT1||Battery Storage|Lithium-ion,2304,Gawara Baya Wind And BESS,Q00039,GAWARA BAYA WIND FARM PTY LTD,windlab_NR,QLD1,400,230401,GBBATT1,Battery Storage,Lithium-ion,,,Scheduled,4,26,26,104,104,208,Anticipated,47197,2055,,46361,46167.66982638889,0,0,0,0,0,0,26,52,52,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,0,0,0,0,52,104,208,208,208,208,208,208,208,208,208,208,208,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230402|2304|GBWF1||Wind|Onshore,2304,Gawara Baya Wind And BESS,Q00039,GAWARA BAYA WIND FARM PTY LTD,windlab_NR,QLD1,400,230402,GBWF1,Wind,Onshore,,,Semi-scheduled,68,6,6,408,408,,Anticipated,47627,2055,,46361,46167.66982638889,0,0,0,0,0,0,90,250,250,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298701|2987|GLBS_GU1||Battery Storage|Lithium-ion,2987,Geelong BESS,V00176,Elgin Energy Pty Ltd,glas-service_nr,VIC1,250,298701,GLBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,250,,250,1000,Publicly Announced,,,,46091,46035.688472222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309901|3099|GTBS_GU1||Battery Storage|Lithium-ion,3099,Gelston Energy Park,,Gelston Energy Park Pty Ltd (ACN 690796788) as trustee for Gelston Energy Park Trust,ascera_nr,NSW1,400,309901,GTBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,400,400,400,400,1600,Publicly Announced,47392,2060,,46361,46157.478425925925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311501|3115|GFSF_GU1||Solar PV|Fixed,3115,Gemfields Integrated Facility - Wind And Solar,,Energy Estate,energyestate_NR,QLD1,1450,311501,GFSF_GU1,Solar PV,Fixed,,,Semi-scheduled,1,,250,,250,,Publicly Announced,,,,46091,45939.73730324074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311502|3115|GFWF_GU1||Wind|Onshore,3115,Gemfields Integrated Facility - Wind And Solar,,Energy Estate,energyestate_NR,QLD1,1450,311502,GFWF_GU1,Wind,Onshore,,,Semi-scheduled,1,,1200,,1200,,Publicly Announced,,,,46091,45939.73730324074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132501|1325|German Creek:1-16|GERMCRK|Gas Turbine|Other,1325,German Creek,,EDL CSM Qld Pty Ltd,EDLCSMQ,QLD1,45,132501,German Creek:1-16,Gas Turbine,Other,Other,GERMCRK,Non-scheduled,16,,1.99,,31.84,,In Service,,2036,,46091,46108.66694444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132502|1325|German Creek:17-20|GERMCRK|Gas Turbine|Other,1325,German Creek,,EDL CSM Qld Pty Ltd,EDLCSMQ,QLD1,45,132502,German Creek:17-20,Gas Turbine,Other,Landfill Gas,GERMCRK,Non-scheduled,4,,3.3,,13.2,,In Service,,2036,,46091,46108.66694444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272001|2720|GG_SF||Solar PV|Single Axis Tracking,2720,Gerogery Solar Farm and BESS,N00160,Elgin Energy Pty Ltd,glas-service_nr,NSW1,125,272001,GG_SF,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,,62.5,,62.5,,Publicly Announced,46661,2069,,46091,46113.71184027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272002|2720|GR_BESS||Battery Storage|Lithium-ion,2720,Gerogery Solar Farm and BESS,N00160,Elgin Energy Pty Ltd,glas-service_nr,NSW1,125,272002,GR_BESS,Battery Storage,Lithium-ion,,,Scheduled,1,,62.5,,62.5,250,Publicly Announced,46661,2069,,46091,46113.71184027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309001|3090|TEBS_GU1||Battery Storage|Lithium-ion,3090,GIDDI BESS (Trafalgar East BESS - Stage 1),,Ib vogt Development Australia Pty Ltd,ibvogt_NR,VIC1,360,309001,TEBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,4.4,360,4.4,360,1440,Publicly Announced,47270,2049,,46091,46161.57885416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322501|3225|GBBESS_GU1||Battery Storage|Lithium-ion,3225,Gillenbah BESS - KCI,N00264,Gillenbah BESS Development Pty Ltd ,,NSW1,400,322501,GBBESS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,400,,400,400,Publicly Announced,,,,46091,46044.663148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260801|2608|GGBS_GU1||Battery Storage|Lithium-ion,2608,Gin Gin BESS,Q00122,Iberdrola Australia Development Pty Limited,iberdrola_NR,QLD1,265,260801,GGBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,144,2.4,2.4,345.6,345.6,529.92,Publicly Announced,46752,2057,,46361,46161.39871527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331501|3315|Gippsland BESS||Battery Storage|Lithium-ion,3315,Gippsland BESS ( formerly Tramway BESS) - KCI,V00213,,,VIC1,600,331501,Gippsland BESS,Battery Storage,Lithium-ion,,,Scheduled,1,,600,,600,,Publicly Announced,,,,,46205.4284837963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202701|2027|GGOW_GU1||Wind|Offshore - fixed,2027,Gippsland Dawn Offshore Wind Project,V00051,Gippsland Dawn OWP Project Pty Ltd,bluefloat_NR,VIC1,2100,202701,GGOW_GU1,Wind,Offshore - fixed,,,Semi-scheduled,140,,15,,2100,,Publicly Announced,48579,,,46361,45727.93916666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198201|1982|Girgarre|GIRGSF|Solar PV|Single Axis Tracking,1982,Girgarre Solar Farm,,Giragarre Solar Farm Pty Ltd as trustee for Giragarre Solar Farm Trust,enel_NR,VIC1,76,198201,Girgarre,Solar PV,Single Axis Tracking,,GIRGSF,Semi-scheduled,57,1.64,1.64,93.48,93.48,,In Service,,2054,,46091,46167.66688657407,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,75.81,75.81,69.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107701|1077|Gladstone:1|GSTONE1|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107701,Gladstone:1,Coal,Black Coal,,GSTONE1,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107702|1077|Gladstone:2|GSTONE2|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107702,Gladstone:2,Coal,Black Coal,,GSTONE2,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107703|1077|Gladstone:3|GSTONE3|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107703,Gladstone:3,Coal,Black Coal,,GSTONE3,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107704|1077|Gladstone:4|GSTONE4|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107704,Gladstone:4,Coal,Black Coal,,GSTONE4,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107705|1077|Gladstone:5|GSTONE5|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107705,Gladstone:5,Coal,Black Coal,,GSTONE5,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107706|1077|Gladstone:6|GSTONE6|Coal|Black Coal,1077,Gladstone,,Gladstone Power Station Participants,CSENERGY,QLD1,1680,107706,Gladstone:6,Coal,Black Coal,,GSTONE6,Scheduled,1,,280,,280,,Announced Withdrawal,,2029,47208,46361,46148.62619212963,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319001|3190|GLDEA_GU1||Battery Storage|Lithium-ion,3190,Gladstone SDA Energy Hub A - KCI,Q00262,Private Energy Partners Pty Ltd,pep_nr,QLD1,260,319001,GLDEA_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,260,260,260,260,2080,Publicly Announced,46783,2054,,46091,46099.66814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901|3189|GLDE_GU1||Other|Other,3189,Gladstone SDA Energy Hub B - KCI,Q00261,Private Energy Partners Pty Ltd,pep_nr,QLD1,396,318901,GLDE_GU1,Other,Other,,,Scheduled,2,,198,,396,,Publicly Announced,47207,2054,,46091,46099.66710648148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319401|3194|GWGP_GU1||Other|Other,3194,Gladstone West Gas Project - KCI,Q00283,AGL Energy Limited,agl_nr,QLD1,700,319401,GWGP_GU1,Other,Other,,,Scheduled,1,,700,,700,,Publicly Announced,,,,46091,46104.455972222226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289401|2894|Glmrbess||Battery Storage|Lithium-ion,2894,Glanmire Solar Farm and BESS,,Elgin Energy Pty Ltd,glas-service_nr,NSW1,60,289401,Glmrbess,Battery Storage,Lithium-ion,,,Scheduled,1,,60,,60,120,Anticipated,46599,2067,,46361,46153.415983796294,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289402|2894|Glmrsola||Solar PV|Single Axis Tracking,2894,Glanmire Solar Farm and BESS,,Elgin Energy Pty Ltd,glas-service_nr,NSW1,60,289402,Glmrsola,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,,60,,60,,Anticipated,46599,2067,,46361,46153.415983796294,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271401|2714|GIBS_GU1||Battery Storage|Lithium-ion,2714,Glen Inness BESS - KCI,N00154,FIrm Power P/L,agl_nr,NSW1,100,271401,GIBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,52,1.93,1.93,100.36,100.36,200.2,Publicly Announced,47838,2050,,46091,46164.54244212963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107801|1078|Glenbawn:1|GLBWNHYD|Hydro|Dam,1078,Glenbawn,,AGL,SOUTHHYD,NSW1,5,107801,Glenbawn:1,Hydro,Dam,,GLBWNHYD,Non-scheduled,1,,5,,5,,In Service,,2035,,46091,46112.62304398148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294101|2941|GBPH_GU1||Hydro|Pumped Hydro,2941,Glenbawn Pumped Hydro Project,,Water NSW,agl_nr,NSW1,770,294101,GBPH_GU1,Hydro,Pumped Hydro,,,Scheduled,1,,770,,770,7700,Publicly Announced,,,,46091,46105.416354166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224401|2244|GLENB_BT||Battery Storage|Lithium-ion,2244,Glenbrae BESS,V00065,Acenergy,acenergy_NR,VIC1,250,224401,GLENB_BT,Battery Storage,Lithium-ion,,,Scheduled,1,,250,,250,250,Publicly Announced,,,,46091,45731.11393518518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217801|2178|GESF_G1|GESF1|Solar PV|Fixed,2178,Glenellen Solar Farm,N00012,Glenellen Solar Farm Pty Ltd,globalpower-generation_NR,NSW1,200,217801,GESF_G1,Solar PV,Fixed,,GESF1,Semi-scheduled,1,264,200,264,200,,In Commissioning,46174,2055,,46091,46101.63228009259,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107901|1079|GLENMAG1|GLENMAG1|Hydro|Dam,1079,Glenmaggie Hydro,,Pacific Hydro Investments Pty Ltd,pacificblue_nr,VIC1,3.8,107901,GLENMAG1,Hydro,Dam,,GLENMAG1,Non-scheduled,1,,1.9,,1.9,,In Service,,2055,,46091,46163.58159722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294201|2942|GCPH_GU1||Hydro|Pumped Hydro,2942,Glennis Creek Pumped Hydro Project,,Water NSW,agl_nr,NSW1,642,294201,GCPH_GU1,Hydro,Pumped Hydro,,,Scheduled,1,,642,,642,6420,Publicly Announced,,,,46091,46164.58107638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284601|2846|GRBS_GU1||Battery Storage|Lithium-ion,2846,Glenrowan BESS,V00167,Akaysha Energy Pty Ltd,akayshaenergy_NR,VIC1,500,284601,GRBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,312,1.14,1.14,355.68,355.68,1419.6,Publicly Announced,47455,2065,,46361,46167.4555787037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
